FWinery,Wine,vintage,Rating,num_review,region,price
Terre des 2 Sources,Amourettes Rouge 2022,2022,3.6,81,saint-guilhem-le-desert,8.95
Château Larquey,Bordeaux 2021,2021,3.3,193,bordeaux,8.95
Château Malbat,Optimus Bordeaux 2021,2021,3.6,159,bordeaux,8.95
M. Chapoutier,Les Vignes de Bila-Haut Côtes du Roussillon Villages 2023,2023,3.8,49,cotes-du-roussillon-villages,8.95
Domaine du Somail,C'est Laly Qui L'A Dit 2020,2020,3.9,33,languedoc-roussillon,8.95
Pierre & Antonin,Pinot Noir 2023,2023,3.5,233,cite-de-carcassonne,9.0
Serre Romani,Vieille Fripouille Carignan 2023,2023,4.0,83,cotes-catalanes,9.0
Château des Sources,Costières de Nîmes 2019,2019,3.7,143,costieres-de-nimes,9.0
Moulin de Gassac,Pinot Noir 2024,2024,3.6,2612,vin-de-pays-doc,9.0
Christophe Barbier,Chateau Bouisset Les Bécassines 2022,2022,3.9,44,languedoc-la-clape,9.0
Château l'Estran,Médoc 2018,2018,3.7,444,medoc,9.0
Château Roc Meynard,Bordeaux Supérieur 2018,2018,3.7,44,bordeaux-superieur,9.0
Domaine Magellan,Pinot Noir 2024,2024,3.5,377,pays-dherault,9.0
Domaine Py,Mondière Corbières 2023,2023,3.4,243,corbieres,9.0
Château Sauvagnères,Prestige 2015,2015,3.8,59,buzet,9.0
Château Roc Meynard,Bordeaux Supérieur 2020,2020,3.7,889,bordeaux-superieur,9.0
Domaine Magellan,Grenache 2021,2021,3.4,335,pays-dherault,9.0
Domaine du Peyra,Cent Pour Cent Syrah 2024,2024,3.8,71,vin-de-pays-doc,9.0
Réthoré Davy,Pertinence Syrah 2022,2022,3.5,48,loire-valley,9.0
Château Bellevue La Forêt,Royale Fronton 2021,2021,3.6,196,fronton,9.0
Domaine de Beauséjour,Chinon Rouge 2013,2013,3.2,75,chinon,9.0
Château Guilhem,Pot de Vin Rouge 2023,2023,3.6,2015,vin-de-pays-doc,9.0
Estezargues,Rive Droite Rive Gauche Côtes-du-Rhône 2021,2021,3.7,92,cotes-du-rhone,9.0
Lionel Osmin & Cie,Un Jardin Extraordinaire Rouge D'Été 2021,2021,3.5,84,comte-tolosan,9.0
Famille Laplace,Aydie l'Origine Madiran 2021,2021,3.8,36,madiran,9.0
Domaine de la Grange,Domitius 2022,2022,3.6,116,fitou,9.0
Clos de l'Amandaie,Chat Pitre Rouge 2023,2023,3.6,303,vin-de-pays-doc,9.0
Domaine du Bourg Neuf,Saumur Champigny 2022,2022,3.7,104,saumur-champigny,9.0
Anne de Joyeuse,Terroir des Dinosaures Gargantuavis Pinot Noir 2022,2022,3.6,1137,vin-de-pays-doc,9.0
Château Tourril,Les Cyprès Minervois 2021,2021,3.9,34,minervois,9.0
Domaine du Peyra,Cent Pour Cent Pinot Noir 2024,2024,3.8,154,pic-saint-loup,9.0
Domaine de Joy,Naturellement Joÿ Côtes de Gascogne Rouge 2021,2021,3.9,30,cotes-de-gascogne,9.0
Château Les Eyquems,Côtes de Bourg 2020,2020,3.5,837,cotes-de-bourg,9.0
Château Haut-Bergeron,Le Clos des Pins Graves 2023,2023,3.6,977,graves,9.0
Vignobles Meyre,Château La Fleur Bibian Listrac-Médoc 2019,2019,3.8,204,listrac,9.04
Cave Bruneau-Dupuy,Tradition Saint-Nicolas-de-Bourgueil 2022,2022,3.7,140,saint-nicolas-de-bourgueil,9.05
Domaine Lou Colombier,Sensation 2021,2021,3.8,105,minervois,9.1
Vignobles Landié,Chateau Les Sept Chênes Bordeaux 2022,2022,3.6,56,bordeaux,9.1
Vignobles Landié,Chateau Les Sept Chênes Bordeaux 2021,2021,3.6,1252,bordeaux,9.1
Foncalieu,Le Versant Merlot 2020,2020,3.8,101,vin-de-pays-doc,9.1
Domaine du Grollay,Vieilles Vignes Saint Nicolas de Bourgueil 2023,2023,3.6,42,bourgueil,9.11
Vignobles Lafaye Père et Fils,Château Haut Tuquet Castillon - Côtes de Bordeaux 2017,2017,3.5,217,cotes-de-castillon,9.13
Domaine des Coutures,L'Épanouie Saumur Champigny 2023,2023,3.8,488,saumur-champigny,9.14
Château Sainte-Marie,Vieilles Vignes Bordeaux Supérieur 2016,2016,3.7,224,bordeaux-superieur,9.2
Château du Mouret,Graves Rouge 2021,2021,3.8,389,graves,9.2
Les Ormes de Vieux Moulin,Vieilles Vignes Blaye - Côtes de Bordeaux 2018,2018,3.5,68,blaye-cotes-de-bordeaux,9.25
Château Brondeau du Tertre,Bordeaux Supérieur 2020,2020,4.1,163,bordeaux-superieur,9.25
Domaine Dieu-Le-Fit - Rémi Pouizin Vignoble,Amour de Fruit Côtes du Rhône Rouge 2022,2022,3.6,1019,cotes-du-rhone,9.25
Domaine Dieu-Le-Fit - Rémi Pouizin Vignoble,Les Pious Côtes-du-Rhône 2023,2023,3.5,1884,cotes-du-rhone,9.25
Château de Nouvelles,100% Carignan 2023,2023,3.6,56,languedoc-roussillon,9.26
Mas de Janiny,Le Temps des Gitans Rouge 2022,2022,3.5,522,languedoc-roussillon,9.26
Domaine d'Escausses,Cuvée des Drilles Gaillac 2019,2019,3.5,640,gaillac,9.3
Domaine la Provenquière,Cuvée P Malbec - Petit Verdot 2022,2022,3.8,144,vin-de-pays-doc,9.3
Réthoré Davy,Pertinence Malbec 2022,2022,3.6,52,loire-valley,9.3
Domaine la Provenquière,Cuvée P Cabernet Franc - Merlot 2022,2022,3.7,218,vin-de-pays-doc,9.3
Château de Fontenille,Bordeaux Rouge 2022,2022,3.7,2376,bordeaux,9.3
Château Puy Boyrein,Graves Rouge 2022,2022,3.7,211,graves,9.3
Château Haut Macô,Côtes de Bourg 2019,2019,3.6,805,cotes-de-bourg,9.35
Gérard Bertrand,Or & Azur Rouge 2019,2019,3.8,95,languedoc,9.36
Château Ricardelle,Les Dames de Ricardelle Languedoc 2022,2022,3.3,129,languedoc,9.4
Vignobles Jonqueres d'Oriola,La Canaille Rouge 2022,2022,3.7,1243,cotes-du-roussillon,9.4
Chateau Contier,Bordeaux 2021,2021,4.0,77,bordeaux,9.4
Chateau Contier,Bordeaux 2022,2022,4.1,115,bordeaux,9.4
Domaine des Lauribert,Tradition Côtes du Rhône 2022,2022,3.7,1001,cotes-du-rhone,9.4
Mas d'Espanet,Freesia Rouge 2023,2023,3.6,296,cevennes,9.4
Domaine Lafage,Côté Sud 2022,2022,3.5,2058,cotes-catalanes,9.4
Paul Jaboulet Aîné,Côtes du Ventoux Les Traverses Rouge 2020,2020,3.8,228,cotes-du-ventoux,9.41
Domaine Laurent Mabileau,St-Nicolas-de-Bourgueil 2023,2023,3.8,58,saint-nicolas-de-bourgueil,9.45
Château de Lavagnac,Bordeaux 2018,2018,3.5,762,bordeaux,9.45
Clos Bagatelle,Lulu 2023,2023,3.6,51,saint-chinian,9.45
Château l'Escadre,Grande Réserve Blaye - Côtes de Bordeaux 2019,2019,3.8,45,blaye-cotes-de-bordeaux,9.46
La Monardiere,Mon 2018,2018,3.2,152,vin-de-pay-s,9.5
Lionel Osmin & Cie,Villa du Golfe Pinot Noir 2024,2024,3.9,53,cotes-de-gascogne,9.5
Vignoble de la Jarnoterie,L'Elégante Cuvée MR 2023,2023,3.6,218,saint-nicolas-de-bourgueil,9.5
Marrenon,Sépia 2022,2022,3.7,437,luberon,9.5
Dourbie,Oscar Rouge 2024,2024,3.7,690,vin-de-pays-doc,9.5
Château de Ribebon,Secret de Ribebon Bordeaux 2019,2019,3.7,109,bordeaux,9.5
Château Laulerie,Bergerac Malbec 2022,2022,3.9,32,bergerac,9.5
Domaine de l'Hortus,Le Loup dans la Bergerie 2024,2024,3.6,6452,saint-guilhem-le-desert,9.5
Cailhol Gautran,Cantus Vitis Minervois 2024,2024,3.9,436,minervois,9.5
Mas Cremat,Les Sales Gosses 2024,2024,3.8,72,cotes-catalanes,9.5
Domaine du Gueret,Beaujolais 2022,2022,3.4,108,beaujolais,9.5
Château Saint-Cyrgues,Le Clos du Marin Rouge 2022,2022,3.6,89,costieres-de-nimes,9.5
Clos des Nines,Pulp Rouge 2020,2020,3.6,84,languedoc-roussillon,9.5
Gérard Bertrand,Réserve Spéciale Merlot 2017,2017,3.4,303,vin-de-pays-doc,9.5
Jean Loron,Rift 69 Gamay Noir 2020,2020,3.6,229,beaujolais-villages,9.5
Château Bas d'Aumelas,Barathym de la Garrigue d'Aumelas Rouge 2022,2022,3.7,31,languedoc,9.5
Château Côte Montpezat,Cuvée Compostelle Castillon - Côtes de Bordeaux 2006,2006,3.8,92,cotes-de-castillon,9.5
Pierre Talayrach,L'Atypique 2022,2022,3.8,210,cotes-catalanes,9.5
Sainte Marie des Crozes,La 4ème Corbières 2021,2021,3.8,269,corbieres,9.5
Domaine Combe Blanche,Misunderstood Cinsault 2018,2018,3.7,61,languedoc-roussillon,9.5
Camille Cayran,Métamorphose Côtes-du-Rhône-Villages 2022,2022,3.9,342,cotes-de-rhone-villages,9.5
Château de Ribebon,Secret de Ribebon Bordeaux 2020,2020,3.7,109,bordeaux,9.5
Dourbie,Oscar Rouge 2023,2023,3.7,690,vin-de-pays-doc,9.5
Château Cantelaube,Château Puy Longa Bordeaux 2020,2020,3.6,124,bordeaux,9.5
Famille Perrin,Côtes du Rhône Nature Rouge 2022,2022,3.5,31,cotes-du-rhone,9.5
Domaine de Rocheville,L'Impertinent de Rocheville Plants à Trois 2023,2023,3.7,27,vin-de-pays-vignobles-de-france,9.5
Villa Bys – Domaine Mont d'Oraàs,Les Cluques 2023,2023,3.7,25,vin-de-pays-vignobles-de-france,9.5
E. Guigal,Côtes-du-Rhône Rouge 2022,2022,3.7,190,cotes-du-rhone,9.5
Domaine du Clos des Fées,Modeste Red 2023,2023,3.7,1123,cotes-du-roussillon,9.5
Abbaye Sylva Plana,Les Novices Faugères 2023,2023,3.9,34,faugeres,9.5
Château du Bergey,Cuvée Tradition Fronsac 2022,2022,3.9,176,fronsac,9.5
Robert & Bernard Plageoles,Contre Pied 2024,2024,3.8,581,gaillac,9.5
Domaine Deleuze-Rochetin,Saba 2022,2022,3.7,244,vin-de-pays-doc,9.5
Cave Coopérative de Rivesaltes,L'Effet Papillon Rouge 2022,2022,3.9,28,cotes-du-roussillon-villages,9.5
Domaine Laurent Mabileau,Bourgueil 2023,2023,3.5,126,bourgueil,9.5
Château de Marmorières,l'Homme Fracais Languedoc 2022,2022,3.7,196,languedoc,9.5
Jeff Carrel,Pinot Noir 2021,2021,3.5,72,languedoc,9.5
Vignobles Arbeau,Le Temps des Fleurs 2022,2022,3.7,74,fronton,9.5
Château de L'Hospital,La Dame de L'Hospital Graves 2020,2020,3.7,25,graves,9.5
Château Les Croisille,Le Croizillon Malbec Cahors 2022,2022,3.7,27,cahors,9.5
Chateau Plantey de Lieujean,Haut-Médoc 2019,2019,3.9,470,haut-medoc,9.5
Domaine de Rochebin,Bourgogne Passetoutgrains 2023,2023,3.1,533,bourgogne-passe-tout-grains,9.5
Le Chai des Vignerons,L de Lezignan Corbières 2021,2021,3.9,202,corbieres,9.5
Château de Lionne,L’Envolée de Lionne Bordeaux 2019,2019,3.8,128,bordeaux,9.5
Château Meric,La Fillette du Petit Méric Médoc 2020,2020,3.8,51,medoc,9.5
Domaine de Rochebin,Mâcon-Azé 2023,2023,3.5,696,macon-aze,9.5
Domaine Chesneau,Cheverny Rouge 2023,2023,3.7,198,cheverny,9.5
Domaine de Rochebin,Bourgogne Pinot Noir 2023,2023,3.5,30,bourgogne,9.5
Domaine Roche Audran,Côtes du Rhône Rouge 2023,2023,3.7,2716,cotes-du-rhone,9.5
Les Jamelles,Merlot 2021,2021,3.6,151,vin-de-pays-doc,9.55
Les Vignerons de Maury,Les Maurynates Carignan 2023,2023,4.0,26,cotes-catalanes,9.6
Domaine Fontanel,Hominus Sapanius 2021,2021,3.7,60,cotes-catalanes,9.6
Vignobles Jonqueres d'Oriola,La Canaille Rouge 2021,2021,3.7,1243,cotes-du-roussillon,9.6
Château de Valcombe,Maxime et Raphael Rouge 2023,2023,3.8,105,vin-de-pays-doc,9.6
La Girondaise,Château Chaumes Daubet Bordeaux 2020,2020,3.6,106,bordeaux,9.6
Julie et Nicolas,Éléfantaisy Côtes-du-Rhône 2024,2024,3.6,103,cotes-du-rhone,9.6
Domaine Chiroulet,Terroir Gascon Côtes de Gascogne 2022,2022,3.5,39,cotes-de-gascogne,9.6
Château Curton la Perrière,Cuvée No 5 Bordeaux 2020,2020,3.7,75,bordeaux,9.6
La Tour Penedesses,Cuvée Antique Coteaux du Languedoc 2021,2021,3.7,383,languedoc,9.6
Domaine Combe Blanche,Calamiac Terroir Minervois 2018,2018,3.7,85,minervois,9.6
Les Vignerons de Maury,Maurynates Grenache Noir 2024,2024,4.1,103,cotes-catalanes,9.6
Domaine Escaravatiers,Rouge 2023,2023,3.5,61,var,9.6
Domaine Piquemal,Tradition Côtes du Roussillon 2022,2022,3.7,469,cotes-du-roussillon,9.6
Dom Brial,Echinops Grenache - Syrah 2023,2023,4.0,79,languedoc-roussillon,9.6
Château l'Escadre,Grande Réserve Blaye - Côtes de Bordeaux 2022,2022,3.7,611,blaye-cotes-de-bordeaux,9.62
Cellier des Chartreux,Marselan 2022,2022,3.7,215,gard,9.63
Amouriers,Suzanne Rouge 2021,2021,3.3,347,vaucluse,9.63
Château Hauchat,Fronsac 2020,2020,3.7,74,fronsac,9.66
Château Les Alberts,Château la Gontelle Vieilles Vignes Blaye Côtes de Bordeaux 2023,2023,3.5,177,blaye-cotes-de-bordeaux,9.66
Château de Rouffiac,Rouffiac Malbec Cahors 2023,2023,4.4,34,cahors,9.68
Paul Jaboulet Aîné,Parallèle 45 Côtes du Rhône Rouge Bio 2023,2023,3.8,373,cotes-du-rhone,9.69
Domaine la Mijane,Cabardés Rouge 2022,2022,3.7,184,cabards,9.7
Château des Sources,Costières de Nîmes 2020,2020,3.7,49,costieres-de-nimes,9.7
Domaine Ribiera,Tintorela Sélection 2019,2019,3.8,104,languedoc-roussillon,9.7
Château Salitis,Cuvée Premium Cabardès Rouge 2020,2020,3.8,1256,cabards,9.7
Domaine de la Chesnay,Emma - Flo Côtes Du Rhone Rouge 2020,2020,3.6,57,cotes-du-rhone,9.7
Château Pique-Perlou,Les Terrasses Minervois 2023,2023,3.9,54,minervois,9.7
E. Guigal,Côtes-du-Rhône Rouge 2021,2021,3.8,916,cotes-du-rhone,9.7
Château Cajus,Bordeaux 2011,2011,3.5,46,bordeaux,9.72
Domaine Le Nouveau Monde,Tradición 2015,2015,3.8,171,languedoc,9.75
Maison Ventenac,Réserve de Jeanne 2020,2020,3.7,248,cabards,9.75
Corette,Syrah 2022,2022,3.7,472,vin-de-pays-doc,9.75
Château Patache d'Aux,Médoc 2020,2020,4.0,31,medoc,9.78
Château Patache d'Aux,Médoc 2018,2018,3.9,179,medoc,9.78
Château de la Selve,Cros des Calades Gavil Syrah 2023,2023,3.6,40,vin-de-pays-vignobles-de-france,9.8
Château Juvenal,Les Garrigues 2020,2020,3.6,166,cotes-du-ventoux,9.8
Jean-Luc Baldès,French Malbec du Clos Cahors is not Dead 2022,2022,3.8,743,cahors,9.8
Domaine Elodie Balme,Côtes du Rhône 2024,2024,3.7,1410,cotes-du-rhone,9.8
Ricardelle de Lautrec,Julille 2021,2021,3.8,60,vin-de-pays-doc,9.8
Château de Ribebon,Cuvée Prestige Bordeaux Supérieur 2018,2018,3.7,72,bordeaux-superieur,9.8
Jean-Francois Protheau,Beaujolais-Villages 2022,2022,3.5,45,beaujolais-villages,9.8
Domaine d'Emile et Rose,Les 5 Seaux 2021,2021,3.6,827,coteaux-du-libron,9.8
Château des Annereaux,Les Annereaux Bordeaux 2021,2021,3.8,36,bordeaux,9.8
Domaine des Schistes,Illico Rouge 2023,2023,3.6,307,cotes-catalanes,9.8
Château de la Selve,Cros des Calades Azé 2023,2023,3.9,102,vin-de-pays-vignobles-de-france,9.8
Château Saint Nicolas,Rouge 2016,2016,3.5,291,cadillac-cotes-de-bordeaux,9.8
Cochon Volant,Corbières 2023,2023,3.5,34,corbieres,9.8
Château Jeandeman,Fronsac 2018,2018,3.7,303,fronsac,9.8
Ricardelle de Lautrec,Margot 2021,2021,3.8,66,vin-de-pays-doc,9.8
Les Vignerons du Sommiérois,Les Romanes Coteaux du Languedoc Rouge 2021,2021,3.7,405,languedoc,9.8
Colombes des Vignes,Côtes-du-Rhône-Villages 'Plan de Dieu' 2023,2023,3.8,86,cotes-du-rhone-villages-plan-de-dieu,9.8
Le Dominicain,Colline Matisse Collioure 2022,2022,3.7,41,collioure,9.8
Domaine de la Baume,Cabernet Sauvignon Les Thermes 2020,2020,3.8,454,languedoc-roussillon,9.8
Château Bonnet,Bordeaux 2018,2018,3.6,869,bordeaux,9.8
Château Fontbaude,Le Pèlerin de Fontbaude 2020,2020,3.5,77,bordeaux,9.8
Jeff Carrel,La Tire 2022,2022,3.8,61,fitou,9.82
Château de la Cour d'Argent,Bordeaux Supérieur 2020,2020,3.9,25,bordeaux-superieur,9.83
La Croix Fourney,Saint-Émilion 2019,2019,3.8,28,saint-emilion,9.83
Vignobles Silvestrini,Château Chéreau Lussac Saint-Emilion 2018,2018,3.6,333,lussac-st-emilion,9.84
Vignobles Chaigne et Fils,Château Ballan Larquette Bordeaux Rouge 2018,2018,3.6,129,bordeaux,9.85
Château Mourgues du Grès,Galets Rouges Costières-de-Nîmes 2023,2023,3.6,66,costieres-de-nimes,9.89
Château Gaston Rena,Haut Médoc 2017,2017,3.6,173,haut-medoc,9.9
Filles de Septembre,Danaé Rouge 2023,2023,3.7,113,cotes-de-thongue,9.9
Philippe Ravier,Gamay 2023,2023,3.5,91,vin-de-savoie,9.9
Château Clamens,Jules Rouge 2020,2020,3.7,114,fronton,9.9
Château Armoria,La Transformation 2022,2022,3.6,135,minervois,9.9
Domaine l'Ancienne Cure,Jour de Fruit Bergerac Rouge 2020,2020,3.6,27,bergerac,9.9
Plaisance Penavayre,Le Rouge 2021,2021,3.6,263,fronton,9.9
Domaine du Cros,Marcillac (Cuvée Lo Sang del Païs) 2021,2021,3.7,47,marcillac,9.9
Le Vent des Jours,Le Zeff 2020,2020,3.7,42,vin-de-pays-vignobles-de-france,9.9
Mas del Périé - Fabien Jouves,Haute Côt(e) de Fruit 2022,2022,3.6,37,cahors,9.9
Jean-Luc Colombo,Côtes du Rhône Les Abeilles de Colombo Rouge 2022,2022,3.7,158,cotes-du-rhone,9.9
Domaine de Pellehaut,Gascogne Les Marcottes 2022,2022,3.8,34,gascony,9.9
Corbillières,Les Demoiselles 2020,2020,3.5,145,touraine,9.9
Cellier des Demoiselles,Château de Durfort 2022,2022,3.9,1830,corbieres,9.9
Château Tourril,Minervois Rouge 2018,2018,3.7,61,minervois,9.9
Domaine Minchin,Red 2022,2022,3.6,41,touraine,9.9
Château Bonnet,Bordeaux 2021,2021,3.6,48,bordeaux,9.9
Chateau de Verdun,Médoc 2021,2021,3.4,34,medoc,9.9
Château de Gourdon,Jolie Balade Côtes-du-Rhône 2022,2022,4.0,485,cotes-du-rhone,9.9
Roucas Toumba,Pichot Roucas 2023,2023,3.6,433,vin-de-pays-de-mediterranee,9.9
Domaine Félines Jourdan,Patte de Velours 2022,2022,3.9,39,languedoc,9.9
Château Deves,Fronton Rouge 2014,2014,3.6,26,fronton,9.9
Les Vignerons de Tutiac,Tout Anqui 2020,2020,4.1,88,blaye-cotes-de-bordeaux,9.9
Château du Bluizard,Brouilly 2023,2023,3.5,694,brouilly,9.9
Gérard Bertrand,An 940 Cabernet Sauvignon 2022,2022,3.8,37,vin-de-pays-doc,9.9
Château Mourgues du Grès,Galets Rouges Costières-de-Nîmes 2022,2022,3.8,316,costieres-de-nimes,9.9
Mas de Bagnols,Le Secret du Hibon Rouge 2022,2022,4.0,107,cotes-du-vivarais,9.9
Chirat,Les Chirats Syrah - Viognier 2023,2023,3.6,79,vin-de-pays-vignobles-de-france,9.9
Château Haut Lorettes,Haut Lorettes Pour Amélie Côtes de Bourg 2021,2021,3.7,213,cotes-de-bourg,9.9
Aubert et Mathieu,Palooza Rouge 2020,2020,4.0,31,vin-de-pays-doc,9.9
Aubert et Mathieu,Palooza Rouge 2022,2022,4.0,150,vin-de-pays-doc,9.9
Château du Hâ,Haut-Médoc 2021,2021,3.7,533,haut-medoc,9.9
Château de Jau,Carte Ancienne Rouge 2017,2017,3.4,33,vin-de-pays-doc,9.9
Le Chai des Vignerons,Croix de Sainte Hanne Corbières 2021,2021,3.8,66,corbieres,9.9
Famille Laplace,Aydie l'Origine Madiran 2023,2023,3.6,2080,madiran,9.9
Château Thieuley,Generation III Bordeaux Rouge 2019,2019,4.0,67,bordeaux,9.9
Domaine des Pasquiers,Côtes du Rhône 2023,2023,3.6,504,cotes-du-rhone,9.9
Serre Aux Loups,Languedoc 2018,2018,3.6,35,languedoc,9.9
Lavau,Côtes du Rhône Villages 2018,2018,3.8,539,cotes-de-rhone-villages,9.9
Château de Lionne,L’Envolée de Lionne Bordeaux 2020,2020,3.8,128,bordeaux,9.9
Château Malbat,L' Authentique Bordeaux Supèrieur 2020,2020,3.6,102,bordeaux-superieur,9.9
Château Trianon,Pavillon de Trianon Bordeaux 2020,2020,3.8,64,bordeaux,9.9
Mas Bres,Luna 2023,2023,3.5,419,cevennes,9.9
H.M.S,No 29 Quai des Chartrons Bordeaux Supérieur 2018,2018,3.7,110,bordeaux-superieur,9.9
Caujolle Gazet,Petite Coulée 2021,2021,3.7,208,pays-dherault,9.9
Château Malijay,M de Malijay Côtes du Rhône Rouge 2022,2022,3.7,58,cotes-du-rhone,9.9
Astrolabe,Malbec 2019,2019,3.9,26,cahors,9.9
Clos del Rey,Baby del Rey 2021,2021,3.7,85,cotes-du-roussillon-villages,9.9
Château Grand Tuillac,Castillon - Côtes de Bordeaux 2019,2019,3.8,36,cotes-de-castillon,9.9
Domaine de Maouries,Saint Mont 2021,2021,3.6,130,saint-mont,9.9
Jean Bouchard,Coteaux Bourguignons 2023,2023,3.7,1000,coteaux-bourguignons,9.9
L'Oratoire des Quatre Vents,L'Autan La Clape 2019,2019,3.7,51,languedoc-la-clape,9.9
Domaine d'Emile et Rose,Les 5 Seaux 2023,2023,3.6,827,coteaux-du-libron,9.9
Gérard Bertrand,An 940 Pinot Noir 2023,2023,3.8,86,vin-de-pays-doc,9.9
Domaine Boudau,Côtes du Roussillon 'Le Clos' 2022,2022,3.8,50,cotes-du-roussillon,9.9
Cave de Bonnieux,Les Clapes Luberon Rouge 2023,2023,3.4,67,luberon,9.9
Gérard Bertrand,An 118 Coteaux de Narbonne Rouge 2023,2023,3.8,2228,coteaux-de-narbonne,9.9
Château Bonnet,Bordeaux 2020,2020,3.6,82,bordeaux,9.9
Karim Vionnet,Beaujolais-Villages 2020,2020,3.9,503,beaujolais-villages,9.9
Gérard Bertrand,Heresie Corbières 2021,2021,3.9,239,corbieres,9.9
Domaine de la Noiraie,Les 7 Lieux-Dits Saint-Nicolas-de-Bourgueil 2023,2023,3.6,247,saint-nicolas-de-bourgueil,9.9
Château Couronneau,Bordeaux Supérieur 2022,2022,3.7,29,bordeaux-superieur,9.9
La Boutinière,Le Petit Boutin 2021,2021,3.6,52,cotes-du-rhone,9.9
Château de Chelivette,Bordeaux Supérieur 2016,2016,3.7,44,bordeaux-superieur,9.95
Domaine des Pentelines,Les Galets Côtes du Rhône Villages Gadagne 2018,2018,3.9,361,cotes-de-rhone-villages,9.95
Château de Cots,Pierre Henri Cosyns Reserved 2019,2019,3.6,62,cotes-de-bourg,9.95
Chateau L'Heyrisson,Frank's Réserve Bordeaux 2021,2021,3.9,225,bordeaux,9.95
J. Mourat,Chateau Marie du Fou Rouge 2023,2023,3.6,980,loire-valley,9.95
Domaine de Brau,Syrah 2022,2022,3.5,153,vin-de-pays-doc,9.95
Famille Perrin,Ventoux 2023,2023,3.5,3407,cotes-du-ventoux,9.95
Corette,Merlot 2023,2023,3.7,798,vin-de-pays-doc,9.95
Paul Mas,Que Sera Sirah Shiraz 2020,2020,3.6,180,vin-de-pays-doc,9.95
Cellier des Princes,La Chasse des Princes Côtes-du-Rhône-Villages 2021,2021,3.8,81,cotes-de-rhone-villages,9.95
Desprat,Le Pinot Noir Puy de Dôme 2023,2023,3.8,30,puy-de-dome,9.95
Clos Bagatelle,A l’Origine Rouge 2023,2023,3.6,439,saint-chinian,9.95
Château Lacapelle Cabanac,Cahors 2022,2022,3.6,422,cahors,9.95
Château Chapelle d'Alienor,Bordeaux Supérieur 2019,2019,3.8,265,bordeaux-superieur,9.95
Dubost,Beaujolais-Lantignié Nouveau 2023,2023,3.7,48,beaujolais-lantignie,9.95
Cabalié,Cuvée Vieilles Vignes 2023,2023,4.1,554,vin-de-pays-doc,9.95
Château Latapie,Château Latapie Réserve 2020,2020,4.1,461,bordeaux,9.95
Jeff Carrel,Les Herbes Hautes 2021,2021,3.6,522,languedoc-roussillon,9.99
Château des Coccinelles,Syrah 2022,2022,3.4,164,vin-de-pays-doc,10.0
Domaine des Favards,Les Bons Moments Rouge 2023,2023,3.7,231,cotes-du-rhone,10.0
Domaine des Prés-Lasses,Amourette Boris Feigel 2021,2021,4.0,175,languedoc-roussillon,10.0
Domaine de la Mongestine,Bob Singlar 2022,2022,3.8,215,vin-de-pays-vignobles-de-france,10.0
Domaine de Magalanne,Côtes du Rhône Rouge 2024,2024,3.7,78,cotes-du-rhone,10.0
Boutinot,Alo Jais Noir Côtes Catalanes Carignan 2023,2023,4.1,285,cotes-catalanes,10.0
Mas Montel - Mas Granier,La Clémence Languedoc 2021,2021,3.8,437,languedoc,10.0
De Mour,Cadiot Petit Verdot 2016,2016,3.4,102,bordeaux,10.0
Domaine l'Ancienne Cure,Jour de Fruit Bergerac Rouge 2022,2022,3.6,607,bergerac,10.0
Domaine de la Pigeade,Ventoux 'Les Sables' 2022,2022,3.7,255,cotes-du-ventoux,10.0
Delas,Saint-Esprit Côtes-du-Rhône 2022,2022,3.9,1400,cotes-du-rhone,10.0
Château Malartic Lauriol,Les Ormeaux Bordeaux 2022,2022,3.6,159,bordeaux,10.0
Cazes,John Côtes du Roussillon 2023,2023,3.6,348,cotes-du-roussillon,10.0
Domaine de Villeneuve,La Muse Pic-Saint-Loup Rouge 2023,2023,3.7,562,pic-saint-loup,10.0
Famille Jean-Pierre  Rambier - Domaine Haut-Lirou,Mas du Notaire 'Signature' Costières de Nîmes Rouge 2023,2023,4.0,29,costieres-de-nimes,10.0
Le Clos des Jarres,Abrensis 2021,2021,3.8,715,minervois,10.0
Domaine des Cèdres,Côtes du Rhône 2023,2023,3.8,225,cotes-du-rhone,10.0
Château de Corneilla,Héritage  Côtes du Roussillon Rouge 2022,2022,3.6,883,cotes-du-roussillon,10.0
Château Turcaud,Bordeaux Rouge 1985,1985,3.4,627,bordeaux,10.0
Domaine Boudau,Côtes du Roussillon 'Le Clos' 2023,2023,3.8,1208,cotes-du-roussillon,10.0
Château Lideyre,Castillon - Côtes de Bordeaux 2016,2016,3.7,131,cotes-de-castillon,10.0
Sainte Cécile du Parc,Notes Franches 2019,2019,3.6,28,pays-dherault,10.0
La Croix Gratiot,Rouge Cerise 2024,2024,3.8,1154,pays-dherault,10.0
La Perrière,La Petite Perrière Pinot Noir 2023,2023,3.6,102,vin-de-pays-vignobles-de-france,10.0
M. Chapoutier,Belleruche Côtes-du-Rhône 2024,2024,3.7,36181,cotes-du-rhone,10.0
Vinovalie,La Belle Équipe 4 Cépages Originels 2022,2022,4.1,269,vin-de-pays-vignobles-de-france,10.0
Château Laulerie,Bergerac Réserve 2022,2022,4.0,241,bergerac,10.0
