Winery,Wine,vintage,Rating,num_review,region,price
Dubost,Les Burdelines Moulin-à-Vent 2023,2023,3.8,118,moulin-a-vent,21.3
Via Caritatis,Lux Ventoux Rouge 2020,2020,4.1,677,cotes-du-ventoux,21.3
Combier,Crozes-Hermitage Rouge 2021,2021,4.0,526,crozes-hermitage,21.3
Jean-Luc Colombo,Côtes du Rhône Les Abeilles de Colombo Rouge 2020,2020,3.7,376,cotes-du-rhone,21.33
Paul Herpe,Château Portal Minervois 2019,2019,3.7,47,minervois,21.35
Pères de l'Église,Côtes du Rhône 2023,2023,3.8,366,cotes-du-rhone,21.35
Laurent Perrachon,Morgon 'Corcelette' 2023,2023,3.7,1589,morgon,21.39
Laurent Perrachon,Vieilles Vignes Fleurie 2022,2022,4.0,37,fleurie,21.39
Domaine de la Solitude,Pessac-Léognan 2020,2020,4.1,126,pessac-leognan,21.4
Château La Fleur de Boüard,Le Lion de La Fleur de Boüard Lalande-de-Pomerol 2020,2020,3.9,215,lalande-de-pomerol,21.4
Ferraton Père & Fils,Saint-Joseph La Source Rouge 2022,2022,4.0,99,saint-joseph,21.4
Château Puy-Blanquet,Saint-Émilion Grand Cru 2015,2015,3.8,718,st-emilion-grand-cru,21.4
Château Lanessan,Haut-Médoc 2021,2021,3.7,173,haut-medoc,21.4
Château Sociando-Mallet,La Demoiselle de Sociando-Mallet Haut-Médoc 2020,2020,3.9,122,haut-medoc,21.4
Château Malartic-Lagravière,Le Comte 2020,2020,4.0,132,pessac-leognan,21.4
Château du Couvent,Pomerol 2021,2021,3.9,1199,pomerol,21.4
Château Canon Pécresse,Canon-Fronsac 2014,2014,3.7,47,canon-fronsac,21.4
Château Cantemerle,Les Allées de Cantemerle Haut-Médoc 2013,2013,3.7,659,haut-medoc,21.4
Château Côte Puyblanquet,Saint-Émilion Grand Cru 2017,2017,3.8,1249,st-emilion-grand-cru,21.41
Bad Boy (Mauvais Garçon),Rouge 2015,2015,3.8,1957,bordeaux,21.41
Château la Haye,Saint-Estèphe 2017,2017,4.0,214,saint-estephe,21.44
Château l'Escadre,Blaye - Côtes de Bordeaux 2020,2020,3.8,46,blaye-cotes-de-bordeaux,21.46
Château Fonplégade,Fleur de Fonplégade Saint-Emilion 2021,2021,4.0,2265,st-emilion-grand-cru,21.46
Château Trapaud,Saint-Émilion Grand Cru 2016,2016,4.0,113,st-emilion-grand-cru,21.47
Château La Tour de Bessan,Margaux 2011,2011,3.8,457,margaux,21.48
Château des Annereaux,Lalande-de-Pomerol 2022,2022,3.9,5850,lalande-de-pomerol,21.5
Le Soula,Trigone Rouge 2022,2022,3.8,33,vin-de-pays-vignobles-de-france,21.5
Chateau Pierre 1er (Chateau Croix Figeac),Saint-Émilion Grand Cru 2022,2022,3.9,5000,st-emilion-grand-cru,21.5
Château Clement-Pichon,Haut-Médoc 2021,2021,3.9,30,haut-medoc,21.5
Dominique Roger,Domaine du Carrou Sancerre Rouge 2022,2022,4.0,527,sancerre,21.5
Domaine Desertaux-Ferrand,Côte de Nuits Villages 'Les Perrières' 2019,2019,4.0,50,cote-de-nuits-villages,21.5
Les Vignes Oubliées,Terrasses du Larzac 2023,2023,3.9,3102,terasses-du-larzac,21.5
Domaine Ogereau,Côte de la Houssaye Anjou-Villages 2020,2020,3.9,112,anjou-villages,21.5
Domaine des Cotes Rousses,Les Montagnes Rousses 2022,2022,3.7,251,savoie,21.5
Château Laroque,Saint-Émilion Grand Cru (Grand Cru Classé) 2014,2014,4.1,2162,st-emilion-grand-cru,21.5
Mas del Périé - Fabien Jouves,La Roque 2018,2018,3.7,100,cahors,21.5
Clos des Reboussiers,Pic St.Loup 2019,2019,4.0,98,pic-saint-loup,21.5
Bordatto,Lurumea 2021,2021,3.6,137,irouleguy,21.5
Justin Girardin,Bourgogne Pinot Noir 2021,2021,3.9,142,bourgogne,21.5
Francois Villard,Crozes-Hermitage Certitude 2021,2021,3.9,148,crozes-hermitage,21.5
Domaine Gauby,Calcinaires Rouge 2022,2022,3.9,85,cotes-catalanes,21.5
Laurent Habrard,Crozes-Hermitage Rouge 2021,2021,3.8,156,crozes-hermitage,21.5
Domaine Gallety,Cuvée Gallety Rouge 2019,2019,3.9,115,rhone,21.5
Charly Thévenet,Grain & Granit Régnié 2023,2023,3.8,1863,regnie,21.5
Domaine des Cotes Rousses,Les Montagnes Rousses 2023,2023,3.7,250,savoie,21.5
Domaine Giachino,Persan 2023,2023,3.6,307,vin-de-savoie,21.5
Château Canon Pécresse,Canon-Fronsac 2020,2020,3.8,442,canon-fronsac,21.5
Domaine Gauby,Calcinaires Rouge 2020,2020,4.0,221,cotes-catalanes,21.5
Sérol,Perdrizière Côte Roannaise 2023,2023,3.8,608,cote-roannaise,21.5
Gilles Bonnefoy,Migmatite Gamay sur Granit 2023,2023,3.6,360,cotes-du-forez,21.5
Joseph Drouhin,Morgon 2022,2022,3.7,953,morgon,21.5
Château Lilian Ladouys,Saint-Estèphe 2019,2019,3.9,953,saint-estephe,21.5
Château la Haye,Saint-Estèphe 2019,2019,4.0,80,saint-estephe,21.54
Château la Haye,Saint-Estèphe 2020,2020,3.9,3492,saint-estephe,21.54
Les Héritiers Saint-Genys,Aux Charmes 2018,2018,4.0,32,morgon,21.55
Chateau La Rose Perrière,Lussac-Saint-Émilion 2019,2019,3.9,135,lussac-st-emilion,21.57
Frederic Mabileau,Les Racines 2019,2019,3.9,465,bourgueil,21.6
Château Phélan Ségur,Frank Phélan 2013,2013,3.8,546,saint-estephe,21.6
Château Falfas,Côtes de Bourg 2016,2016,4.0,189,cotes-de-bourg,21.6
Albert Bichot,Bourgogne Hautes-Côtes de Beaune 2021,2021,3.6,95,hautes-cotes-de-beaune,21.6
Clos Saint Fiacre,L'Excellence Rouge 2023,2023,3.8,159,orleans,21.6
Château Grange-Neuve,Pomerol 2021,2021,4.1,3928,pomerol,21.6
Château La Cabanne,Domaine de Compostelle Pomerol 2019,2019,3.7,29,pomerol,21.6
Laurent Perrachon,Vieilles Vignes Fleurie 2023,2023,3.8,451,fleurie,21.6
Cellier des Princes,Vacqueyras 2022,2022,3.9,328,vacqueyras,21.6
Château La Gaffelière,Clos La Gaffeliere Saint-Émilion Grand Cru 2021,2021,4.0,164,st-emilion-grand-cru,21.61
Florian Mollet - Domaine Roc de L'Abbaye,Sancerre Rouge 2022,2022,4.0,43,sancerre,21.65
Les Vigneaux,Syrah 2022,2022,3.5,606,vin-de-pays-vignobles-de-france,21.66
Domaine de Nerleux,Les Loups Noirs 2020,2020,4.0,515,saumur-champigny,21.67
Château Cissac,Haut-Médoc 2019,2019,4.0,141,haut-medoc,21.69
Domaine de Clovallon,Les Pomarèdes 2022,2022,3.6,221,pays-dherault,21.7
Château des Boccards,Chenas 2022,2022,4.0,36,chenas,21.7
Château des Boccards,Chenas 2023,2023,4.0,36,chenas,21.7
Domaine de la Pinte,Arbois Poulsard 2020,2020,3.9,51,arbois,21.7
Château Gessan,Saint-Émilion Grand Cru 2014,2014,3.8,247,st-emilion-grand-cru,21.7
Château Robin,Castillon Côtes de Bordeaux 2020,2020,4.0,28,cotes-de-castillon,21.7
Famille Perrin,Gigondas La Gille 2022,2022,4.1,49,gigondas,21.7
Château Beau-Site Haut-Vignoble,Bordeaux Caracteres Sélection Saint-Estephe 2015,2015,3.7,29,saint-estephe,21.7
Famille Coulon,Le Petit Renard Rouge 2023,2023,4.0,292,vin-de-pays-vignobles-de-france,21.73
Château Pédesclaux,Fleur de Pédesclaux Pauillac 2022,2022,4.1,39,pauillac,21.74
Vrai Canon Bouché,Canon-Fronsac 2017,2017,4.0,191,canon-fronsac,21.76
Château Siran,S de Siran Margaux 2016,2016,4.0,226,margaux,21.79
Gayda,Chemin de Moscou 2022,2022,4.2,48,vin-de-pays-doc,21.79
Château Andron-Blanquet,Saint-Estèphe 2018,2018,3.9,25,saint-estephe,21.8
Château Lyonnat,Emotion Lussac-Saint-Émilion 2019,2019,3.8,4389,lussac-st-emilion,21.8
Laurent Perrachon,Terres Roses Moulin-á-Vent Rouge 2023,2023,3.7,411,moulin-a-vent,21.8
La Grand Comtadine,Vacqueyras Bio 2020,2020,3.9,51,vacqueyras,21.8
Gayda,Chemin de Moscou 2021,2021,4.1,353,vin-de-pays-doc,21.8
Château du Glana,Pavillon du Glana Saint-Julien 2018,2018,4.1,201,saint-julien,21.8
Château Terre Forte,Côtes-du-Rhône-Villages 'Signargues' 2012,2012,3.9,116,cotes-du-rhone-villages-signargues,21.8
Georges Duboeuf,Chénas 2022,2022,3.4,175,chenas,21.85
Château Teyssier,Saint-Émilion Grand Cru 2020,2020,3.8,225,st-emilion-grand-cru,21.89
Domaine la Bergerade,Esprit de Famille Rouge 2022,2022,4.1,33,costieres-de-nimes,21.9
Maison Advinam,l'Allumée Rouge 2022,2022,3.8,134,vin-de-pays-vignobles-de-france,21.9
Buzzo Bunifazziu,Ciafara 2019,2019,4.0,29,corsica,21.9
Domaine Jean Teiller,Hommage Menetou-Salon 2022,2022,3.8,118,menetou-salon,21.9
Château Plaisance,Tot Çò Que Cal Fronton 2022,2022,3.7,262,fronton,21.9
Domaine Peter Sichel,Les Jardiniers Rouge 2020,2020,3.8,50,languedoc,21.9
Domaine de la Butte,Bourgueil Les Coteaux du Levant 2022,2022,3.9,202,bourgueil,21.9
Château Graves de Pez,Saint-Estèphe 2020,2020,4.1,51,saint-estephe,21.9
Villa Tempora,Le Démon du Midi Rouge 2018,2018,4.0,37,pezenas,21.9
L . Tramier & Fils,Saint-Amour 2023,2023,3.4,39,saint-amour,21.9
Pierre Ferraud & Fils,Beaujolais Nouveau 2024,2024,3.5,55,beaujolais-nouveau,21.9
Château Cos Labory,Le Saint-Estèphe de Cos Labory Saint-Estèphe 2013,2013,3.9,223,saint-estephe,21.9
Château Ducru-Beaucaillou,Madame de Beaucaillou Haut-Médoc 2018,2018,3.8,173,haut-medoc,21.9
Clos du Moulin Aux Moines,Bourgogne 'Aux Seurrets' 2021,2021,3.8,250,bourgogne,30.0
Château Pech Redon,La Centaurée Rouge 2022,2022,4.0,295,languedoc-la-clape,30.0
Domaine Desvignes,Givry 2022,2022,3.9,509,givry,30.0
Bardi d'Alquier,La Maison Jaune Faugères 2015,2015,3.9,85,faugeres,30.0
Domaine Jean Teiller,Rencontre Menetou-Salon Rouge 2019,2019,4.1,26,menetou-salon,30.0
LePlan-Vermeersch,GT-X 2021,2021,4.3,903,rhone,30.0
Louis Claude Desvignes,Morgon Aux Pierres Javernières 2021,2021,4.1,25,morgon,30.0
Domaine Chanzy,Mercurey Le Bois Cassien Monopole Rouge 2022,2022,4.2,47,mercurey,30.0
Louis Claude Desvignes,Côte du Py Morgon 2022,2022,3.8,717,morgon,30.0
Château Haut Blanville,Plénitude 2015,2015,4.1,145,gres-de-montpellier,30.0
Domaine Lafage,Nicolas Vieilles Vignes Grenache Noir 2021,2021,4.0,876,cotes-catalanes,30.0
Domaine de la Garde,Cahors Malbec 2006,2006,3.8,134,cahors,30.0
Domaine des Ardoisieres,Argile Rouge 2019,2019,3.8,226,vin-des-allobroges,30.0
Château Trianon,Saint-Émilion Grand Cru 2019,2019,4.2,58,st-emilion-grand-cru,30.0
Château Lascombes,Chevalier de Lascombes Margaux 2010,2010,3.9,837,margaux,30.0
Domaine de la Butte,Perrières Bourgueil 2021,2021,4.0,28,bourgueil,30.0
Château Fayat,Pomerol 2019,2019,4.0,153,pomerol,30.0
Château Haut Blanville,Poètes 2020,2020,4.0,190,gres-de-montpellier,30.0
Clos du Marquis,La Petite Marquise Saint-Julien 2019,2019,4.1,74,saint-julien,30.0
Canet-Valette,Maghani Saint-Chinian 2019,2019,4.0,761,saint-chinian,30.0
Château La Fleur,Saint-Émilion Grand Cru 2020,2020,4.2,62,st-emilion-grand-cru,30.0
Valérie Courreges,L'Art et La Matère Cahors 2020,2020,4.1,52,cahors,30.0
Alain Graillot,Crozes-Hermitage Rouge 2022,2022,4.0,186,crozes-hermitage,30.0
Jean-Baptiste Arena,Grotte di Sole Rouge 2019,2019,3.8,316,patrimonio,30.0
Domaine des Moriers,Chiroubles 2022,2022,4.0,40,chiroubles,30.0
Sarrat de Goundy,Mano a Mano 2021,2021,4.3,102,languedoc-la-clape,30.0
Domaine Richaud,L'Ebrescade 2022,2022,4.1,26,cotes-de-rhone-villages,30.0
Clos du Marquis,La Petite Marquise Saint-Julien 2021,2021,4.0,989,saint-julien,30.0
Château de Sales,Pomerol 2013,2013,3.8,796,pomerol,30.0
Chateau d'Eck,Grande Cuvée Pessac-Léognan 2020,2020,4.1,144,pessac-leognan,30.0
Château Giscours,La Sirène de Giscours Margaux 2017,2017,3.9,448,margaux,30.0
Gramenon,La Sagesse 2022,2022,3.9,86,cotes-du-rhone,30.0
Château Fayat,Pomerol 2020,2020,4.2,263,pomerol,30.0
Domaine de la Borde,Pinostradamus 2023,2023,4.0,257,arbois-pupillin,30.0
Francois Villard,Saint Joseph Mairlant 2018,2018,4.1,231,saint-joseph,30.0
Henri Bourgeois,Sancerre Rouge La Bourgeoise 2017,2017,4.0,290,sancerre,30.0
Domaine Chante Cigale,Châteauneuf-du-Pape 2022,2022,4.2,161,chateauneuf-du-pape,30.0
Jean Fournier,Cuvée Saint-Urbain Marsannay Rouge 2022,2022,4.0,57,marsannay,30.0
Domaine de l'Hortus,Pic-Saint-Loup Grande Cuvée 2021,2021,4.1,244,pic-saint-loup,30.0
Les Vignes Oubliées,Terrasses du Larzac 2020,2020,3.9,222,terasses-du-larzac,30.0
Château Taillefer,Pomerol 2019,2019,4.1,269,pomerol,30.0
Richeaume,Grenache 2021,2021,4.1,197,provence,30.0
Domaine l'Aiguelière,Peyre Brune 2021,2021,4.0,72,terasses-du-larzac,30.0
Domaine Ostertag,Les Jardins Pinot Noir 2023,2023,3.8,425,alsace-grand-cru,30.0
Domaine des Sables Verts,Glouglou Saumur-Champigny 2022,2022,3.9,76,saumur-champigny,30.0
Raphael Fumey et Adeline Chatelain,Aux Mélinaux Arbois Pinot Noir 2022,2022,4.0,36,arbois,30.0
Château Thivin,Côte de Brouilly Cuvée la Chapelle 2022,2022,4.0,1079,cote-de-brouilly,30.0
Château Maucaillou,Moulis-en-Médoc 2022,2022,3.8,69,moulis-en-medoc,30.0
Château Grand-Puy-Lacoste,Lacoste Borie Pauillac 2022,2022,4.0,12936,pauillac,30.0
Château Ferrand,Pomerol 2020,2020,3.8,84,pomerol,30.0
Château La Fleur,Saint-Émilion Grand Cru 2021,2021,4.1,2132,st-emilion-grand-cru,30.0
Domaine d'Ouréa,Gigondas 2017,2017,3.8,121,gigondas,30.0
Domaine de la Borde,Trousseau Sous la Roche 2023,2023,3.9,324,arbois-pupillin,30.0
Château Clarke,Listrac-Médoc 2012,2012,4.1,1268,listrac,30.0
Château Gruaud Larose,Sarget de Gruaud Larose Saint-Julien 2020,2020,4.0,176,saint-julien,30.0
Domaine Aline,Castillon - Côtes de Bordeaux 2020,2020,4.1,27,cotes-de-castillon,30.0
Clos du Marquis,La Petite Marquise Saint-Julien 2020,2020,4.0,989,saint-julien,30.0
Château Cantemerle,Haut-Médoc (Grand Cru Classé) 2020,2020,4.0,600,haut-medoc,30.0
Coume del Mas,Quadratur 2023,2023,4.2,1150,collioure,30.0
Gramenon,L'Emouvante 2023,2023,3.9,532,cotes-du-rhone,30.0
Château La Fleur,Saint-Émilion Grand Cru 2019,2019,4.0,162,st-emilion-grand-cru,30.0
Château de Pressac,Saint-Émilion Grand Cru (Grand Cru Classé) 2017,2017,4.1,866,st-emilion-grand-cru,30.03
Simonnet-Febvre,Pinot Noir Bourgogne 2021,2021,3.5,40,bourgogne,30.05
Simonnet-Febvre,Pinot Noir Bourgogne 2022,2022,3.7,297,bourgogne,30.05
Château de Sales,Pomerol 2020,2020,4.1,258,pomerol,30.07
Château Branas Grand Poujeaux,Moulis-En-Médoc 2019,2019,4.1,285,moulis-en-medoc,30.1
Jaffelin,Les Chapitres Bourgogne Pinot Noir 2022,2022,3.8,201,bourgogne,30.1
Paul Ginglinger,Pinot Noir 2021,2021,3.7,234,alsace,30.1
Château de Camensac,Haut-Médoc (Grand Cru Classé) 2021,2021,3.9,112,haut-medoc,30.12
Château Cantemerle,Haut-Médoc (Grand Cru Classé) 2014,2014,3.9,2360,haut-medoc,30.12
Domaine Mouton,Givry Rouge 2023,2023,3.7,954,givry,30.14
Les Héritiers Saint-Genys,Aux Charmes 2020,2020,4.0,43,morgon,30.14
Château Joanin Bécot,Castillon - Côtes de Bordeaux 2022,2022,3.9,4877,cotes-de-castillon,30.14
Domaine Arnoux Père & Fils,Bourgogne Pinot Noir 2022,2022,3.7,538,bourgogne,30.14
Jeanne Gaillard,Crozes-Hermitage 2021,2021,3.9,79,crozes-hermitage,30.14
Domaine  Prunier Damy,Bourgogne Hautes-Côtes de Beaune 2020,2020,3.8,49,hautes-cotes-de-beaune,30.14
Domaine Maldant Pauvelot,Classique Santenay 2020,2020,4.0,29,santenay,30.14
Château Petit Bocq,Saint-Estèphe 2022,2022,4.0,7242,saint-estephe,30.14
Jean Foillard,Morgon 2021,2021,4.0,574,morgon,30.14
Chateau Jacques Pelotier,Château Sainte-Marie Pomerol 2021,2021,4.1,461,pomerol,30.16
Château d'Aiguilhe,Seigneurs d'Aiguilhe Castillon - Côtes de Bordeaux 2016,2016,3.7,521,cotes-de-castillon,30.2
Château Romanin,Les Baux-de-Provence Rouge 2016,2016,4.0,62,les-baux-de-provence,30.2
Château La Croix du Casse,Pomerol 2019,2019,4.1,76,pomerol,30.23
Château Croix Beausejour,Montagne-Saint-Émilion 2018,2018,4.1,79,montagne-saint-emilion,30.23
Cyrot-Buthiau,Bourgogne Pinot Noir 2022,2022,3.7,475,bourgogne,30.23
Clos Les Lunelles,Côtes de Castillon 2018,2018,3.8,35,cotes-de-castillon,30.23
Château Croix Mouton,20 Mille 2019,2019,3.9,302,bordeaux-superieur,30.23
Domaine des Roches Neuves,Saumur-Champigny 2011,2011,3.6,167,saumur-champigny,30.24
Manuel Olivier,Bourgogne Hautes-Côtes de Nuits Pinot Noir 2020,2020,4.0,167,bourgogne-hautes-cotes-de-nuits,30.24
Chateau Jacques Pelotier,Château Sainte-Marie Pomerol 2019,2019,4.0,63,pomerol,30.25
Henry Pellé,Menetou-Salon Morogues Rouge 2022,2022,4.0,102,menetou-salon,30.25
Henry Pellé,Menetou-Salon Morogues Rouge 2021,2021,3.8,558,menetou-salon,30.25
Château Cap de Faugères,La Mouleyre Castillon - Côtes de Bordeaux 2015,2015,4.0,165,cotes-de-castillon,30.26
Château Le Crock,Saint-Estèphe 2018,2018,4.1,387,saint-estephe,30.31
Bernard Baudry,Le Clos Guillot Chinon 2021,2021,3.9,57,chinon,30.35
Dubost,Le Vivier Fleurie 2021,2021,3.7,199,fleurie,30.36
Domaine Arretxea,Irouléguy Rouge 2019,2019,3.8,157,irouleguy,30.39
Berger Rive,Manoir de Mercey Rully En Rosey 2022,2022,3.6,95,rully,30.4
Jean-Luc Colombo,Syrah Crozes-Hermitage Les Fées Brunes 2023,2023,3.9,31,crozes-hermitage,30.4
Château Mont-Redon,Lirac 2022,2022,3.9,43,lirac,30.4
Jaffelin,Auxey-Duresses 1er Cru 'Les Duresses' 2017,2017,4.0,116,auxey-duresses-les-duresses,30.4
Château Marquis de Terme,Couronne de Marquis de Terme Margaux 2016,2016,3.9,329,margaux,30.4
Clau de Nell,Grolleau 2014,2014,3.6,170,anjou,30.4
Château Le Crock,Saint-Estèphe 2020,2020,4.0,68,saint-estephe,30.4
Vignobles Laffourcade,Château Perray Jouannet Les Côtes Rousses Anjou Villages 2014,2014,3.8,35,anjou-villages,30.41
Domaine de la Reniere,Cabernet Franc 2021,2021,4.0,36,saumur,30.44
Domaine de la Rectorie,Côté Mer Collioure Rouge 2021,2021,4.0,164,collioure,30.47
Grand Enclos du Château de Cérons,Graves Rouge 2022,2022,3.9,1144,graves,30.47
A.F. Gros,Moulin-à-Vent en Mortperay 2021,2021,4.1,44,moulin-a-vent,30.49
A.F. Gros,Moulin-à-Vent en Mortperay 2020,2020,4.1,151,moulin-a-vent,30.49
Vignoble Millaire,Volcelest Rouge 2020,2020,4.0,46,bordeaux,30.5
Domaine Georges Vernay,Sainte-Agathe Syrah 2021,2021,4.0,30,igp-collines-rhodaniennes,30.5
Château Lalande,Saint-Julien 2016,2016,4.0,611,saint-julien,30.5
Cellier des Princes,Châteauneuf-du-Pape 2023,2023,3.8,98,chateauneuf-du-pape,30.5
Mas Belles Eaux,Vieilles Vignes 2022,2022,4.1,280,languedoc,30.5
Château le Puy,Emilien 2021,2021,4.1,173,cotes-de-bordeaux,30.5
Château Lagrézette,Cru d'Exception Malbec 2018,2018,4.1,58,cahors,30.5
Michel Juillot,Mercurey Les Vignes de Maillonge 2022,2022,4.0,38,mercurey,30.5
Château Mangot,L'Autre Mangot Saint-Émilion 2021,2021,4.0,456,saint-emilion,30.5
Château Gruaud Larose,Sarget de Gruaud Larose Saint-Julien 2019,2019,4.1,439,saint-julien,30.5
Château Poujeaux,Moulis-en-Médoc 2013,2013,3.9,596,moulis-en-medoc,30.5
Mas des Escarades,Vaison La Romaine Hautes Sérines 2021,2021,4.6,30,cotes-de-rhone-villages,30.51
Château Fontenil,Fronsac 2021,2021,3.9,4029,fronsac,30.58
Thunevin,Domaine des Sabines Lalande de Pomerol 2019,2019,4.0,969,lalande-de-pomerol,30.58
Château Valandraud,3 de Valandraud Saint-Emilion Grand Cru 2019,2019,4.0,25,st-emilion-grand-cru,30.58
Château Valandraud,3 de Valandraud Saint-Emilion Grand Cru 2018,2018,4.0,1054,st-emilion-grand-cru,30.58
Château Valandraud,3 de Valandraud Saint-Emilion Grand Cru 2021,2021,4.0,1054,st-emilion-grand-cru,30.58
Paul Jaboulet Aîné,Crozes-Hermitage Domaine de Thalabert 2019,2019,4.0,388,crozes-hermitage,30.58
Domaine de la Pinte,La Capitaine Arbois 2022,2022,3.9,819,arbois,30.59
Château La Croix des Pins,La tête à l'envers 2022,2022,4.1,142,southern-rhone,30.59
Pascal Marchand-Tawse,Joie de Vigne Bourgogne 2022,2022,3.8,176,bourgogne,30.6
Denis Durantou,Château Montlandrie Castillon - Côtes de Bordeaux 2019,2019,3.9,89,cotes-de-castillon,30.6
Château de Birazel,Auguste 2020,2020,4.0,32,bordeaux,30.6
Pascal Marchand-Tawse,Coteaux Bourguignons Gamay 2020,2020,3.8,206,coteaux-bourguignons,30.6
Domaine de Chevalier,L'Esprit de Chevalier Pessac-Léognan 2017,2017,4.1,1020,pessac-leognan,30.6
Domaine Coquelicot,L'Estampe 2020,2020,3.7,109,perigord,30.6
Paul Jaboulet Aîné,Crozes-Hermitage Domaine de Thalabert 2016,2016,4.0,2135,crozes-hermitage,30.61
Château Grand-Puy-Lacoste,Lacoste Borie Pauillac 2020,2020,4.0,158,pauillac,30.62
Château Rauzan-Gassies,Les Ailes de Rauzan-Gassies Margaux 2015,2015,4.1,40,margaux,30.62
Château Prieuré-Lichine,Confidences de Prieuré-Lichine Margaux 2022,2022,3.9,38,margaux,30.63
Denis Durantou,Château Les Cruzelles Lalande-de-Pomerol 2020,2020,4.0,1480,lalande-de-pomerol,30.66
Château La Rose Trémière,Lalande-de-Pomerol 2018,2018,4.0,80,lalande-de-pomerol,30.7
Nicolas Réau,Enlèvement Demande Anjou 2021,2021,3.9,52,anjou,30.7
Château Lamothe-Vincent,Le Grand Rossignol Les Crus 2020,2020,4.1,449,bordeaux-superieur,30.7
Domaine de l'Évêché,Mercurey 'Les Murgers' Rouge 2023,2023,4.0,380,mercurey,30.7
Goisot,Bourgogne Côtes d'Auxerre Rouge 2022,2022,3.7,569,bourgogne-cotes-dauxerre,30.7
Château des Rêves,Saint-Émilion Grand Cru 2022,2022,4.2,50,st-emilion-grand-cru,30.7
Château de Crémat,Rouge 2022,2022,4.0,1037,bellet,30.7
Paul Jaboulet Aîné,Crozes-Hermitage Domaine de Thalabert 2018,2018,4.1,946,crozes-hermitage,30.73
Château Smith Haut-Lafitte,Le Petit Haut Lafitte Pessac-Léognan 2020,2020,4.1,434,pessac-leognan,30.78
Domaine des Nugues,Morgon 2022,2022,3.7,218,morgon,30.8
Château Monbrison,Bouquet de Monbrison Margaux 2020,2020,4.0,2154,margaux,30.8
Domaine des Nugues,Fleurie 2022,2022,3.6,746,fleurie,30.8
Château de Ferrand,Saint-Émilion Grand Cru (Grand Cru Classé) 2020,2020,4.0,70,st-emilion-grand-cru,30.87
Rémy Gresser,Pinot Noir 'Brandhof' 2021,2021,3.6,95,alsace,30.87
Château La Fleur de Boüard,Lalande-de-Pomerol 2018,2018,4.3,594,lalande-de-pomerol,30.88
Château Larrivet Haut-Brion,Pessac-Léognan 2014,2014,4.1,1075,pessac-leognan,30.9
Domaine Bordaxuria,Irouléguy Kixka 2019,2019,3.8,63,irouleguy,30.9
Domaine Aurore Bachelet,Maranges 1er Cru 'Les Clos Roussots' 2023,2023,4.2,367,maranges-les-clos-roussots,30.9
Domaine Bachelet,Santenay 2023,2023,3.8,28,santenay,30.9
Domaine Jean-Claude Marsanne,Saint-Joseph Rouge 2021,2021,4.0,189,saint-joseph,30.9
Domaine du Trapadis,Les Adrès Rasteau 2019,2019,3.7,238,rasteau,30.9
Domaine des 3 Cellier,Marceau Châteauneuf-du-Pape 2020,2020,4.2,58,chateauneuf-du-pape,30.9
Maxime Crotet,Grenache 2021,2021,3.7,50,vin-de-pays-vignobles-de-france,30.9
Gouffier,Mercurey 'Clos de La Charmée' 2023,2023,4.1,272,mercurey,30.9
Domaine Chanson,Bourgogne Pinot Noir Réserve du Bastion 2021,2021,3.7,3454,bourgogne,30.9
Clos Marie,Simon Pic Saint Loup 2021,2021,3.9,61,pic-saint-loup,30.9
La Traversée,Rouge 2021,2021,3.9,796,terasses-du-larzac,30.9
Domaine Chanson,Mercurey 2022,2022,4.1,94,mercurey,30.9
Lucien Muzard & Fils,Bourgogne Rouge 2023,2023,3.8,1848,bourgogne,30.9
Clos Marie,Simon Pic Saint Loup 2022,2022,3.9,2907,pic-saint-loup,30.9
