Winery,Wine,vintage,Rating,num_review,region,price
Domaine Potinet-Ampeau,Volnay 1er Cru 'Les Carelles Sous la Chapelle' 2007,2007,4.0,83,volnay-carelle-sous-la-chapelle,63.7
Château La Dominique,Saint-Émilion Grand Cru (Grand Cru Classé) 2015,2015,4.2,802,st-emilion-grand-cru,63.72
Doudet Naudin,Beaune 1er Cru 'Cent Vignes' 1998,1998,4.0,155,beaune-les-cent-vignes,63.72
Domaine Overnoy Crinquand,Ploussard Arbois-Pupillin 2020,2020,3.9,263,arbois-pupillin,63.75
Philippe Livera (Domaine des Tilleuls),Gevrey-Chambertin 'En Champs' 2021,2021,4.1,287,gevrey-chambertin,63.8
Jean-Luc Colombo,Syrah Cornas Terres Brûlées 2019,2019,4.2,151,cornas,63.81
Domaine Mucyn,Cornas Hypsos 2022,2022,3.9,53,cornas,63.81
Bitouzet-Prieur,Volnay Premier Cru 'Les Aussy' 2022,2022,4.2,281,volnay-premier-cru,63.84
M. Chapoutier,Hermitage Monier de la Sizeranne 2019,2019,4.2,146,hermitage,63.9
Clos du Clocher,Pomerol 2017,2017,4.2,142,pomerol,63.94
Georges Vesselle,Bouzy Rouge Grand Cru 2016,2016,3.9,748,coteaux-champenois,63.95
Domaine du Tunnel,Vin Noir Cornas 2019,2019,4.3,36,cornas,63.95
Julien Courtois,Ancestral 2019,2019,4.0,477,vin-de-pays-vignobles-de-france,63.96
Gérard Bertrand,Aigle Royal Pinot Noir 2020,2020,4.1,449,haute-vallee-de-laude,64.0
Domaine A. et P. de Villaine,Rully 1er Cru 'Cloux' Rouge 2021,2021,4.3,405,rully-cloux,64.0
Domaine de Cambes,Bordeaux 2022,2022,4.3,2820,bordeaux,64.0
Château Rouget,Pomerol 2022,2022,4.0,42,pomerol,64.0
Henri Magnien,Aloxe-Corton 1er Cru 'La Coutière' 2020,2020,4.1,29,aloxe-corton-la-coutiere,64.0
Domaine Fabien Coche (Domaine Coche-Bizouard),Vieilles Vignes Pommard 2021,2021,4.1,375,pommard,64.0
Gérard Bertrand,Aigle Royal Pinot Noir 2021,2021,4.1,449,haute-vallee-de-laude,64.0
Seguin-Manuel,Aux Communes Vosne-Romanée 2018,2018,4.1,29,vosne-romanee,64.0
Domaine Rossignol-Février Père & Fils,Vieilles Vignes Volnay 2021,2021,4.0,555,volnay,64.0
Bruno Colin,Vieilles Vignes Santenay 2023,2023,4.0,517,santenay,64.0
Dugat-Py,Bourgogne 2022,2022,3.9,390,bourgogne,64.0
Domaine Pierre Amiot et Fils,Morey-Saint-Denis 1er Cru 'Les Ruchots' 2018,2018,4.0,761,morey-saint-denis-les-ruchots,64.0
Château Grand-Puy Ducasse,Pauillac (Grand Cru Classé) 1998,1998,4.1,255,pauillac,64.0
Bénédicte et Stéphane Tissot,Amphore Poulsard 2022,2022,4.1,526,arbois,64.0
Château La Louvière,Pessac-Léognan 2018,2018,4.0,529,pessac-leognan,64.0
Château Saint-Pierre,Saint-Julien (Grand Cru Classé) 2014,2014,4.0,587,saint-julien,64.0
Château Le Chatelet,Saint-Émilion Grand Cru (Grand Cru Classé) 2014,2014,4.2,229,st-emilion-grand-cru,64.0
M. Chapoutier,Hermitage Monier de la Sizeranne 2003,2003,4.2,95,hermitage,64.0
Domaine des Ardoisieres,Améthyste 2021,2021,4.0,623,vin-des-allobroges,64.0
Château de Villemajou,La Forge Corbières Boutenac 2021,2021,4.2,49,corbieres-boutenac,64.0
Henri Pion,Racines Croisées Gevrey-Chambertin 2018,2018,4.1,160,gevrey-chambertin,64.0
Château Saint-Pierre,Saint-Julien (Grand Cru Classé) 2012,2012,4.2,778,saint-julien,64.0
Lucien Boillot & Fils,Volnay 2022,2022,4.1,385,volnay,64.0
Delas,Domaine des Tourettes Hermitage Rouge 2019,2019,4.3,198,hermitage,64.1
Domaine de la Mordorée,La Reine Des Bois Châteauneuf-du-Pape 2021,2021,4.1,38,chateauneuf-du-pape,64.13
Domaine de la Mordorée,La Reine Des Bois Châteauneuf-du-Pape 2022,2022,4.3,3631,chateauneuf-du-pape,64.13
Château Marquis de Terme,Margaux (Grand Cru Classé) 2006,2006,4.1,498,margaux,64.2
Château Dassault,Saint-Émilion Grand Cru (Grand Cru Classé) 2006,2006,4.0,336,st-emilion-grand-cru,64.2
Château Marquis de Terme,Margaux (Grand Cru Classé) 2008,2008,4.0,635,margaux,64.2
Domaine Antonin Guyon,Volnay 1er Cru 'Clos des Chénes' 2020,2020,4.3,37,volnay-premier-cru,64.2
Château Montus,Cuvée Prestige Madiran 2002,2002,4.2,483,madiran,64.2
Château d'Issan,Margaux (Grand Cru Classé) 2014,2014,4.2,1290,margaux,64.28
Château Le Boscq,Saint-Estèphe 2016,2016,3.9,565,saint-estephe,64.33
Domaine Coillot,Gevrey-Chambertin Vieilles Vignes 2021,2021,4.1,1076,gevrey-chambertin,64.4
Henri Naudin-Ferrand,Côte de Nuits-Villages 2018,2018,3.9,53,cote-de-nuits-villages,64.5
Joblot,Les Bois Chevaux Givry 1er Cru 2023,2023,4.1,585,givry-les-bois-chevaux,64.52
Domaine Henri & Gilles Buisson,Bourgogne Rouge 2021,2021,3.8,39,bourgogne,64.52
Benoît Sordet,Pommard 1er Cru 'Le Clos des Boucherottes' Monopole 2020,2020,4.1,176,les-boucherottes,64.6
Château Les Grandes Murailles,Saint-Émilion Grand Cru (Grand Cru Classé) 2020,2020,4.2,1182,st-emilion-grand-cru,64.66
Joseph Drouhin,Volnay 2020,2020,4.2,127,volnay,64.66
Domaine Philippe Charlopin-Parizot,Côte de Nuits-Villages 2020,2020,4.1,153,cote-de-nuits-villages,64.66
Château La Couspaude,Saint-Émilion Grand Cru (Grand Cru Classé) 2018,2018,4.2,147,st-emilion-grand-cru,64.68
Philippe Pacalet,Bourgogne Vieilles Vigne 2022,2022,4.0,839,bourgogne,64.75
Château Ferrière,La Dame De Ferrière 2018,2018,3.7,136,margaux,64.79
Domaine Georges Vernay,Blonde du Seigneur Côte-Rôtie 2017,2017,4.4,256,cote-rotie,64.8
Domaine Rapet,Beaune Les Bressandes Premier Cru 2022,2022,4.1,218,beaune-les-bressandes,64.9
Cellier Saint Benoit,Ploussard Viandris Arbois Pupillin 2021,2021,4.0,58,arbois-pupillin,64.9
Domaine Génot-Boulanger,Chambolle-Musigny 2019,2019,4.3,57,chambolle-musigny,64.9
Coursodon,Saint-Joseph Le Paradis Saint Pierre 2022,2022,4.1,579,saint-joseph,64.9
Clos du Marquis,Saint-Julien 2013,2013,4.0,618,saint-julien,64.9
Domaine Marcel Lapierre,Morgon 2019,2019,4.2,2511,morgon,64.95
Domaine Drouhin-Laroze,Gevrey-Chambertin 'En Champs' 2019,2019,4.2,53,gevrey-chambertin-en-ergot,64.95
Gayda,Villa Mon Rêve 2016,2016,4.3,495,minervois-la-liviniere,65.0
Domaine du Gour de Chaule,Cuvée Tradition Gigondas 2007,2007,4.1,68,gigondas,65.0
Gramenon,L'Emouvante 2020,2020,4.1,85,cotes-du-rhone,65.0
Château Guadet,Saint-Émilion Grand Cru (Grand Cru Classé) 2014,2014,4.2,187,st-emilion-grand-cru,65.0
Domaine Gaston & Pierre Ravaut,Ladoix 2022,2022,4.0,1356,ladoix,65.0
Domaine La Terrasse d'Elise,Les Hauts de Carol's 2019,2019,4.2,75,languedoc,65.0
Château d'Armailhac,Pauillac (Grand Cru Classé) 2013,2013,3.9,770,pauillac,65.0
Singla,Arrels 2018,2018,4.1,97,cotes-du-roussillon-villages,65.0
Géantet-Pansiot,Gevrey-Chambertin 2021,2021,4.1,2464,gevrey-chambertin,65.0
Domaine du Clos des Fées,Le Clos des Fées (Hervé Bizeul) 2018,2018,4.2,124,cotes-du-roussillon,65.0
Château Montus,Madiran 1995,1995,4.2,282,madiran,65.0
Domaine Jean-Marc Bouley,Pommard 2019,2019,4.3,45,pommard,65.0
Domaine Chevillon-Chezeaux,Nuits-Saint-Georges 2021,2021,4.0,474,nuits-saint-georges,65.0
Gérard Bertrand,Minervois La Livinière Le Viala 2019,2019,4.4,103,minervois-la-liviniere,65.0
Château Brane-Cantenac,Margaux (Grand Cru Classé) 2021,2021,4.1,174,margaux,65.0
Clos Marie,Les Glorieuses Pic Saint Loup 2020,2020,4.0,604,pic-saint-loup,65.0
Jules Desjourneys,Le Jugement Dernier Chénas 2014,2014,3.9,75,chenas,65.0
Caroline Morey,Santenay 2022,2022,4.0,34,santenay,65.0
Tupinier-Bautista,Les Vieilles Vignes Mercurey 2022,2022,4.0,55,mercurey,65.0
Château Bouscassé,Madiran 1994,1994,3.8,20404,madiran,65.0
Domaine René Leclerc,Gevrey-Chambertin 2000,2000,4.0,981,gevrey-chambertin,65.0
Château Valandraud,Virginie de Valandraud Saint-Émilion Grand Cru 1997,1997,4.2,7645,st-emilion-grand-cru,65.0
Château Le Chatelet,Saint-Émilion Grand Cru (Grand Cru Classé) 2018,2018,4.3,147,st-emilion-grand-cru,65.0
Domaine des Remizières,Cuvée Emilie Hermitage Rouge 2023,2023,4.2,1902,hermitage,65.0
Château Beau-Site,Saint-Estèphe 1996,1996,3.7,71,saint-estephe,65.0
Petit-Figeac,Saint-Émilion 2021,2021,4.1,43,saint-emilion,65.0
Marchand Grillot,Gevrey-Chambertin 'En Jouise' 2022,2022,4.2,199,gevrey-chambertin,65.0
Domaine Rapet,Pernand-Vergelesses 1er Cru 'Ile des Vergelesses' 2022,2022,4.0,529,pernand-vergelesses-ile-des-vergelesses,65.0
Château de Camensac,Haut-Médoc (Grand Cru Classé) 1982,1982,4.0,100,haut-medoc,65.0
Gérard Bertrand,Minervois La Livinière Le Viala 2020,2020,4.3,119,minervois-la-liviniere,65.0
Vincent Girardin,Beaune 1er Cru 'Les Aigrots' 2021,2021,4.0,95,beaune-les-aigrots,65.0
Château Nénin,Pomerol 2011,2011,4.0,661,pomerol,65.0
Domaine de la Vieille Julienne,Les Trois Sources Châteauneuf-du-Pape 2019,2019,4.2,81,chateauneuf-du-pape,65.0
Gérard Bertrand,Minervois La Livinière Le Viala 2021,2021,4.4,27,minervois-la-liviniere,65.0
Xavier Gérard,Côte-Rôtie 2020,2020,4.1,85,cote-rotie,65.0
La Pousse d'Or,Santenay 1er Cru 'Clos Tavannes' 2020,2020,4.1,44,santenay-clos-de-tavannes,65.0
Château Haut-Batailley,Pauillac (Grand Cru Classé) 2021,2021,4.0,105,pauillac,65.0
Château Meyney,Saint-Estèphe 2000,2000,4.0,476,saint-estephe,65.0
Domaine Chevillon-Chezeaux,Nuits-Saint-Georges 2022,2022,4.0,474,nuits-saint-georges,65.0
Gérard Bertrand,Minervois La Livinière Le Viala 2022,2022,4.3,1553,minervois-la-liviniere,65.0
Domaine Jean-Marc Bouley,Vieilles Vignes Volnay 2018,2018,4.3,57,volnay,65.0
Château d'Armailhac,Pauillac (Grand Cru Classé) 2016,2016,4.2,1958,pauillac,65.0
Château d'Armailhac,Pauillac (Grand Cru Classé) 2018,2018,4.1,945,pauillac,65.0
Château Certan de May,Croix de Certan Pomerol 2019,2019,4.1,53,pomerol,65.15
Domaine Giachino,Domainé Prieuré Saint Christophe Savoie 2017,2017,4.0,63,savoie,65.15
M. Chapoutier,Crozes-Ermitage Les Varonniers 2019,2019,4.1,40,crozes-hermitage,65.2
Bernard Gripa,Le Berceau Saint-Joseph Rouge 2022,2022,4.2,36,saint-joseph,65.2
Vincent Gaudry,Sancerre Vincengetorix 2022,2022,4.0,28,sancerre,65.2
Domaine Pierre Gelin,Gevrey-Chambertin Clos de Meixvelle 2021,2021,4.2,1565,gevrey-chambertin,65.2
Michel Gros,Bourgogne Hautes Côtes de Nuits Fontaine Saint Martin Monopole 2015,2015,3.9,318,bourgogne-hautes-cotes-de-nuits,65.2
Château Haut-Batailley,Pauillac (Grand Cru Classé) 2015,2015,4.2,1185,pauillac,65.2
Domaine Joseph Roty,Cuvée de Pressonnier 2022,2022,3.7,126,bourgogne,65.22
Château Beauregard,Pomerol 2017,2017,3.9,220,pomerol,65.23
Chateau la Fortune,Margaux 2019,2019,4.2,109,margaux,65.26
Château d'Issan,Margaux (Grand Cru Classé) 2021,2021,4.1,107,margaux,65.27
Domaine Nicolas Rossignol,Bourgogne Pinot Noir 2020,2020,4.2,197,bourgogne,65.3
Château Beauregard,Pomerol 2019,2019,4.2,225,pomerol,65.32
Paul Jaboulet Aîné,Les Jumelles Côte Rotie 2021,2021,4.2,3399,cote-rotie,65.34
Château Branaire-Ducru,Saint-Julien (Grand Cru Classé) 2012,2012,4.1,1536,saint-julien,65.45
Château Saint-Pierre,Saint-Julien (Grand Cru Classé) 2018,2018,4.2,203,saint-julien,65.53
Château Saint-Pierre,Saint-Julien (Grand Cru Classé) 2015,2015,4.0,562,saint-julien,65.53
Charles Noëllat,Vosne-Romanée 2020,2020,4.2,103,vosne-romanee,65.6
Charles Noëllat,Vosne-Romanée 2022,2022,4.2,103,vosne-romanee,65.6
Château La Lagune,Haut-Médoc (3éme Grand Cru Classé en 1855) 2015,2015,4.2,1443,haut-medoc,65.6
Thunevin-Calvet,Divae Côtes du Roussillon Villages 2019,2019,4.6,73,cotes-du-roussillon-villages,65.61
Thunevin-Calvet,Divae Côtes du Roussillon Villages 2020,2020,4.6,73,cotes-du-roussillon-villages,65.61
Thunevin-Calvet,Divae Côtes du Roussillon Villages 2017,2017,4.6,74,cotes-du-roussillon-villages,65.61
Thunevin-Calvet,Divae Côtes du Roussillon Villages 2018,2018,4.6,74,cotes-du-roussillon-villages,65.61
Thunevin-Calvet,Divae Côtes du Roussillon Villages 2021,2021,4.6,74,cotes-du-roussillon-villages,65.61
Maison Nicolas Morin,Nuits-Saint-Georges 'Les Longecourts' 2019,2019,4.3,98,nuits-saint-georges,65.7
Jérôme Chézeaux,Nuits-Saint-Georges 1er Cru 'Aux Boudots' 2020,2020,4.0,179,nuits-saint-georges-aux-boudots,65.76
Château Le Bon Pasteur,Pomerol 2020,2020,4.1,101,pomerol,65.77
Clos Beauregard,Pomerol 2018,2018,4.2,354,pomerol,65.86
Paul Jaboulet Aîné,Hermitage 'La Maison Bleue' 2017,2017,4.3,764,hermitage,65.93
Seguin-Manuel,Aux Communes Vosne-Romanée 2019,2019,4.2,28,vosne-romanee,65.95
Régnard,Beaune Premier Cru Les Cent Vignes 2021,2021,4.0,161,beaune-premier-cru,66.0
René Bouvier,Vieilles Vignes Chambolle-Musigny 2018,2018,4.2,43,chambolle-musigny,66.0
Bitouzet-Prieur,Volnay 1er Cru 'Caillerets' 2018,2018,4.1,156,volnay-les-caillerets,66.0
Château Grand-Puy-Lacoste,Pauillac (Grand Cru Classé) 2011,2011,4.2,2169,pauillac,66.0
Géantet-Pansiot,Gevrey-Chambertin 2023,2023,4.1,2464,gevrey-chambertin,66.0
Château Léoville Poyferré,Château Moulin Riche Saint-Julien 2022,2022,4.1,8509,saint-julien,66.0
Domaine Robert Chevillon,Vieilles Vignes Nuits-Saint-Georges 2016,2016,4.1,218,nuits-saint-georges,66.0
Domaine Niero,Bois Prieur Saint-Joseph 2021,2021,4.0,140,saint-joseph,66.0
Seguin-Manuel,Vieilles Vignes Gevrey-Chambertin 2020,2020,4.1,258,gevrey-chambertin,66.0
Remoissenet Père & Fils,Santenay Premier Cru Les Gravières 2018,2018,4.3,27,santenay-premier-cru,66.0
Château Lagrange,Cadillac Côtes de Bordeaux Rouge 2022,2022,3.5,281,cadillac-cotes-de-bordeaux,66.0
Domaine du Grand Tinel,Heres Châteauneuf-du-Pape 2015,2015,4.3,50,chateauneuf-du-pape,66.0
Clos du Marquis,Saint-Julien 2012,2012,4.1,1082,saint-julien,66.0
Château Ripeau,Saint-Émilion Grand Cru (Grand Cru Classé) 2017,2017,4.0,2750,st-emilion-grand-cru,66.0
Domaine Martin Clerc,Collet Côte-Rôtie 2022,2022,4.0,145,cote-rotie,66.0
M. Chapoutier,Domaine de Bila-Haut V.I.T (Visitare Interiore Terrae) Côtes du Roussillon Villages 2012,2012,3.9,65,cotes-du-roussillon-villages,66.0
Mas Becha,MVD 2020,2020,4.5,50,cotes-du-roussillon,66.0
Château Haut-Batailley,Pauillac (Grand Cru Classé) 2022,2022,4.1,43,pauillac,66.0
Château Durfort-Vivens,Margaux (Grand Cru Classé) 2019,2019,4.2,835,margaux,66.0
Château Batailley,Pauillac (Grand Cru Classé) 2017,2017,4.2,997,pauillac,66.0
Château d'Armailhac,Pauillac (Grand Cru Classé) 2015,2015,4.1,1639,pauillac,66.0
Château Petit-Village,Pomerol 2014,2014,4.1,408,pomerol,66.0
Chandon de Briailles,Savigny-lès-Beaune 1er Cru 'Aux Fournaux' 2018,2018,4.1,63,savigny-les-beaune-aux-fourneaux,66.0
Lignier-Michelot,Bourgogne Pinot Noir 2022,2022,4.0,844,bourgogne,66.12
Château Malescot St. Exupery,Margaux (Grand Cru Classé) 2014,2014,4.3,1275,margaux,66.22
Château Branon,Pessac-Léognan 2012,2012,4.2,51,pessac-leognan,66.24
Domaine Les Fauvettes,De l’Aube à l’Aube 2015,2015,4.0,49,bourgogne,66.25
Domaine Vincent Dureuil-Janthial,Mercurey 2020,2020,3.9,326,mercurey,66.31
Michel Magnien,Vieilles Vignes Nuits-Saint-Georges 2019,2019,4.0,67,nuits-saint-georges,66.31
Pierre Boisson,Bourgogne Rouge 2020,2020,3.9,143,bourgogne,66.31
Paul Jaboulet Aîné,Domaine de Saint Pierre Cornas 2016,2016,4.1,190,cornas,66.32
Domaine Thierry Mortet,Gevrey-Chambertin Vigne Belle 2021,2021,4.1,782,gevrey-chambertin,66.34
Domaine Thierry Mortet,Chambolle-Musigny 2021,2021,4.1,202,chambolle-musigny,66.34
Château Haut Breton Larigaudière,Margaux 2020,2020,4.1,80,margaux,66.35
Mongeard-Mugneret,Savigny-Les-Beaune 1er Cru Les Narbantons 2021,2021,4.1,1085,savigny-les-beaune-premier-cru,66.4
Château La Lagune,Haut-Médoc (3éme Grand Cru Classé en 1855) 2016,2016,4.2,802,haut-medoc,66.41
Paul Jaboulet Aîné,Domaine de Saint Pierre Cornas 2018,2018,4.3,72,cornas,66.47
Marc Delienne,Abbaye Road 2021,2021,4.1,545,fleurie,66.5
Buisson-Charles,Pommard 'En Mareau' 2020,2020,4.1,51,pommard,66.5
Jean Fournier,Trois Terres Vieilles Vignes 2022,2022,3.9,369,marsannay,66.5
Ferraton Père & Fils,Côte-Rôtie L'Eglantine 2020,2020,4.1,49,cote-rotie,66.55
Château Branaire-Ducru,Saint-Julien (Grand Cru Classé) 2015,2015,4.2,1315,saint-julien,66.65
Clos La Madeleine,Saint-Émilion Grand Cru (Grand Cru Classé) 2018,2018,4.1,1130,st-emilion-grand-cru,66.72
Gracia,Les Angelots de Gracia Saint-Émilion 2014,2014,4.3,344,saint-emilion,66.8
Château Branaire-Ducru,Saint-Julien (Grand Cru Classé) 2018,2018,4.2,909,saint-julien,66.82
Château Malartic-Lagravière,Pessac-Léognan (Grand Cru Classé de Graves) 2015,2015,4.2,1593,pessac-leognan,66.85
Louis Jadot,Chambolle-Musigny 2014,2014,4.0,242,chambolle-musigny,66.9
Henri Naudin-Ferrand,Bourgogne Hautes Côtes de Nuits Rouge 2020,2020,4.0,337,cote-de-nuits,66.9
Clusel-Roch,Les Schistes Côte-Rôtie 2021,2021,4.2,65,cote-rotie,66.9
Château Langoa Barton,Saint-Julien (Grand Cru Classé) 2022,2022,4.1,78,saint-julien,66.95
Famille Perrin,L'Argnee Gigondas 2021,2021,4.3,202,gigondas,66.99
Robert Ampeau et Fils,Beaune 1er Cru 'Clos du Roi' 1991,1991,4.0,171,beaune-clos-du-roi,67.0
Philippe Livera (Domaine des Tilleuls),Gevrey-Chambertin 'Clos Village' 2021,2021,4.4,27,gevrey-chambertin,67.0
Château Lagrézette,Cru d'Exception Malbec 2015,2015,4.0,377,cahors,67.0
Clos Marie,Les Glorieuses Pic Saint Loup 2017,2017,3.9,45,pic-saint-loup,67.0
Domaine de Suremain,Mercurey 1er Cru 'La Bondue' 2017,2017,3.9,102,mercurey-la-bondue,67.0
Château Brane-Cantenac,Margaux (Grand Cru Classé) 2017,2017,4.2,828,margaux,67.0
Château Latour,Pauillac de Latour 2017,2017,4.2,724,pauillac,67.0
Château d'Armailhac,Pauillac (Grand Cru Classé) 2022,2022,4.0,57,pauillac,67.0
Château Lagrange,Saint-Julien (Grand Cru Classé) 2007,2007,4.0,1202,saint-julien,67.0
Famille Perrin,Gigondas L'Argnee Vieilles Vignes 2020,2020,4.2,507,gigondas,67.0
Domaine Joseph Roty,Marsannay Rouge 2020,2020,3.9,50,marsannay,67.0
Gramenon,La Sagesse 2020,2020,4.0,153,cotes-du-rhone,67.0
Château Talbot,Saint-Julien (Grand Cru Classé) 2021,2021,4.0,435,saint-julien,67.0
Domaine Pierre Amiot et Fils,Morey-Saint-Denis 1er Cru 'Les Millandes' 2017,2017,4.1,298,morey-saint-denis-les-milandes,67.0
Amiot-Servelle,Chambolle-Musigny 2022,2022,4.1,1525,chambolle-musigny,67.0
Château Franc Le Maine,Saint-Émilion Grand Cru 2008,2008,3.7,85,st-emilion-grand-cru,67.0
Clos Beauregard,Pomerol 2019,2019,4.2,65,pomerol,67.0
René Bouvier,Marsannay 'Le Finage' 2022,2022,4.2,30,marsannay,67.0
Château l'Évangile,Blason de L’Evangile Pomerol 2021,2021,4.2,2988,pomerol,67.03
Cos d'Estournel,Pagodes de Cos 2015,2015,4.2,1242,saint-estephe,67.13
Château du Tertre,Margaux (Grand Cru Classé) 2008,2008,4.1,683,margaux,67.2
Château Lagrange,Cadillac Côtes de Bordeaux Rouge 2014,2014,3.5,281,cadillac-cotes-de-bordeaux,67.2
Château Haut-Marbuzet,Saint-Estèphe 2015,2015,4.3,1679,saint-estephe,67.2
Pierre Labet - François Labet,Beaune Coucherias 1er Cru 2018,2018,4.2,54,beaune-aux-coucherias,67.2
Château Beauregard,Pomerol 2015,2015,4.2,456,pomerol,67.2
Bénédicte et Stéphane Tissot,Amphore Trousseau 2022,2022,4.0,641,arbois,67.3
Château Léoville Las Cases,Le Petit Lion Saint-Julien 2020,2020,4.1,57,saint-julien,67.34
Pierre Henri Morel,Châteauneuf-du-Pape 2021,2021,3.9,1464,chateauneuf-du-pape,67.39
Philippe Livera (Domaine des Tilleuls),Gevrey-Chambertin 'Clos Village' 2020,2020,4.4,29,gevrey-chambertin,67.4
Domaine Nicolas Rossignol,Savigny-les-Beaune 2018,2018,4.3,128,savigny-les-beaune,67.4
Château La Dominique,Saint-Émilion Grand Cru (Grand Cru Classé) 2016,2016,4.2,571,st-emilion-grand-cru,67.45
Domaine de Chevalier,Pessac-Léognan (Grand Cru Classé de Graves) 2014,2014,4.2,2047,pessac-leognan,67.45
Gracia,Les Angelots de Gracia Saint-Émilion 2012,2012,4.3,344,saint-emilion,67.46
Château Guillot Clauzel,Pomerol 2017,2017,4.2,688,pomerol,67.46
Château Lafon-Rochet,Saint-Estèphe (Grand Cru Classé) 2022,2022,3.6,25,saint-estephe,67.46
Château Beychevelle,Aspirant de Beychevelle Saint-Julien 2019,2019,4.2,85,saint-julien,67.46
Moillard,Saint-Romain Vieilles Vignes 2022,2022,3.6,29,saint-romain,67.46
Domaine de Chevalier,Pessac-Léognan (Grand Cru Classé de Graves) 2017,2017,4.3,1153,pessac-leognan,67.48
Château La Clémence,Pomerol 2020,2020,4.2,1544,pomerol,67.5
Château La Gaffelière,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2019,2019,4.2,583,st-emilion-grand-cru,67.5
Château La Clémence,Pomerol 2021,2021,4.2,1544,pomerol,67.5
Château La Clémence,Pomerol 2019,2019,4.2,1544,pomerol,67.5
Les Cailloux du Paradis,l'Lcaunais 2018,2018,3.8,210,vin-de-pays-vignobles-de-france,67.51
Domaine Boris Champy,Beaune 1er Cru 'Vignes Franches' 2021,2021,4.0,29,beaune-les-vignes-franches,67.6
Paul Ginglinger,Pinot Noir Les Rocailles 2018,2018,3.9,42,alsace,67.76
Bruno Colin,Vieilles Vignes  Chassagne-Montrachet 2023,2023,4.1,883,chassagne-montrachet,67.8
Pierrick Bouley,Aloxe-Corton 2021,2021,4.1,29,aloxe-corton,67.8
Vincent Girardin,Les Vieilles Vignes Santenay Rouge 2021,2021,3.9,32,santenay,67.8
Pierrick Bouley,Aloxe-Corton 2022,2022,4.1,29,aloxe-corton,67.8
François Confuron-Gindre,Vosne-Romanée 2020,2020,4.1,75,vosne-romanee,67.8
Domaine Boris Champy,Beaune 1er Cru 'Vignes Franches' 2022,2022,4.0,29,beaune-les-vignes-franches,67.9
Louis Jadot,Volnay 1er Cru 'Clos de la Barre' Monopole 2017,2017,4.3,101,volnay-clos-de-la-barre,67.9
Maxime Magnon,Campagnès Corbières 2019,2019,4.1,158,corbieres,67.9
Domaine Gallety,La Syrare 2021,2021,4.3,937,cotes-du-vivarais,67.9
Robert Ampeau et Fils,Beaune 1er Cru 'Clos du Roi' 1998,1998,4.0,171,beaune-clos-du-roi,67.95
Robert Ampeau et Fils,Savigny-lès-Beaune 1995,1995,4.0,67,savigny-les-beaune,67.95
Domaine Julien,Aloxe-Corton 2020,2020,4.1,27,aloxe-corton,67.95
Domaine Fabien Coche (Domaine Coche-Bizouard),Vieilles Vignes Pommard 2022,2022,4.1,375,pommard,67.95
Domaine Hoffmann-Jayer,Côte de Nuits-Villages 2017,2017,4.2,89,cote-de-nuits-villages,67.95
Robert Ampeau et Fils,Savigny-lès-Beaune 1996,1996,3.7,72,savigny-les-beaune,67.95
Domaine Hoffmann-Jayer,Côte de Nuits-Villages 2018,2018,4.1,92,cote-de-nuits-villages,67.95
Domaine Fabien Coche (Domaine Coche-Bizouard),Monthélie 1er Cru 'Les Duresses' 2022,2022,4.0,135,monthelie-les-duresses,67.95
Domaine Boris Champy,Beaune 1er Cru Aux Coucherias 2020,2020,4.1,33,beaune-aux-coucherias,68.0
Lucien Boillot & Fils,Pommard 2020,2020,4.0,145,pommard,68.0
Domaine de Suremain,Mercurey 1er Cru 'Sazenay' Rouge 2019,2019,3.8,36,mercurey-sazenay,68.0
Domaine Rapet,Beaune Les Bressandes Premier Cru 2023,2023,4.1,218,beaune-les-bressandes,68.0
S.C. Guillard,Gevrey-Chambertin 1er Cru 'Les Corbeaux' 2022,2022,4.2,619,gevrey-chambertin-premier-cru,68.0
Domaine Pierre Amiot et Fils,Morey-Saint-Denis 1er Cru 'Les Millandes' 2020,2020,4.1,298,morey-saint-denis-les-milandes,68.0
Clos du Jaugueyron,Margaux 2019,2019,4.2,32,margaux,68.0
Domaine Courbis,La Sabarotte Cornas 2022,2022,4.3,672,cornas,68.0
Domaine des Beaumont,Chambolle-Musigny 'Les Chardannes' 2021,2021,4.0,377,chambolle-musigny,68.0
Comte Armand,Auxey-Duresses Premier Cru 2019,2019,4.2,65,auxey-duresses-premier-cru,68.0
Clos du Marquis,Saint-Julien 2014,2014,4.2,832,saint-julien,68.0
Château Soutard,Saint-Émilion Grand Cru (Grand Cru Classé) 1994,1994,4.1,101,st-emilion-grand-cru,68.0
Château Cos Labory,Saint-Estèphe (Grand Cru Classé) 1983,1983,4.0,10740,saint-estephe,68.0
Stephane Montez - Domaine du Monteillet,Fortis Côte-Rôtie 2022,2022,4.2,34,cote-rotie,68.0
Château Desmirail,Margaux (Grand Cru Classé) 2012,2012,4.1,620,margaux,68.0
Domaine Saint Préfert,Châteauneuf-du-Pape 2020,2020,4.3,204,chateauneuf-du-pape,68.0
Clos du Marquis,Saint-Julien 2018,2018,4.1,194,saint-julien,68.0
Château Malescot St. Exupery,Margaux (Grand Cru Classé) 2019,2019,4.2,209,margaux,68.0
Château Feytit-Clinet,Pomerol 2019,2019,4.3,27,pomerol,68.03
Château Durfort-Vivens,Margaux (Grand Cru Classé) 2014,2014,4.1,656,margaux,68.08
